序号,当前微博作者,微博内容,VIP,发布时间,当前微博转发数,当前微博评论数,被转发微博作者,被转微博内容,被转作者是否VIP,被转微博转发数,被转微博评论数,被转微博发布时间
414,扫八根儿,卡扎菲与我们生活在不同的时空//@kk-仅此而已：发改委才是卡扎菲//@袁莉wsj：那也先得发改委认为有关系。//@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,285,104,2011/8/22 14:18
431,扫八根儿,卡扎菲与我们生活在不同的时空//@kk-仅此而已：发改委才是卡扎菲//@袁莉wsj：那也先得发改委认为有关系。//@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,285,104,2011/8/22 14:18
453,_Lowkey,[哈哈] 哈哈 对//@袁莉wsj：那也先得发改委认为有关系。//@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,285,104,2011/8/22 14:18
454,爱骑马的王子,油价只会涨纱!因为卡卡的油卖给中国嘚![可怜] //@华尔街日报中文网: //@袁莉wsj：那也先得发改委认为有关系。 //@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,285,104,2011/8/22 14:18
469,_Lowkey,[哈哈] 哈哈 对//@袁莉wsj：那也先得发改委认为有关系。//@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,285,104,2011/8/22 14:18
470,爱骑马的王子,油价只会涨纱!因为卡卡的油卖给中国嘚![可怜] //@华尔街日报中文网: //@袁莉wsj：那也先得发改委认为有关系。 //@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,285,104,2011/8/22 14:18
485,_Lowkey,[哈哈] 哈哈 对//@袁莉wsj：那也先得发改委认为有关系。//@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,285,104,2011/8/22 14:18
486,爱骑马的王子,油价只会涨纱!因为卡卡的油卖给中国嘚![可怜] //@华尔街日报中文网: //@袁莉wsj：那也先得发改委认为有关系。 //@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,285,104,2011/8/22 14:18
506,_Lowkey,[哈哈] 哈哈 对//@袁莉wsj：那也先得发改委认为有关系。//@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:08,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,285,104,2011/8/22 14:18
521,_Lowkey,[哈哈] 哈哈 对//@袁莉wsj：那也先得发改委认为有关系。//@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:08,0,1,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,285,104,2011/8/22 14:18
536,_Lowkey,[哈哈] 哈哈 对//@袁莉wsj：那也先得发改委认为有关系。//@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:08,0,1,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,285,104,2011/8/22 14:18
618,天津龍貓,[耶] //@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,TRUE,2011/8/22 15:09,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,TRUE,288,105,2011/8/22 14:18
635,天津龍貓,[耶] //@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,TRUE,2011/8/22 15:09,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,TRUE,288,105,2011/8/22 14:18
655,闫凤楼,如果从油价上讲 ，可以说没关系。即是国际油价跌倒谷底，中石油中石化两个王八孙子也不会降价的。中国降油。 //@华尔街日报中文网: //@袁莉wsj：那也先得发改委认为有关系。 //@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:10,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,289,105,2011/8/22 14:18
663,天津龍貓,[耶] //@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,TRUE,2011/8/22 15:09,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,TRUE,289,105,2011/8/22 14:18
674,闫凤楼,如果从油价上讲 ，可以说没关系。即是国际油价跌倒谷底，中石油中石化两个王八孙子也不会降价的。中国降油。 //@华尔街日报中文网: //@袁莉wsj：那也先得发改委认为有关系。 //@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:10,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,290,105,2011/8/22 14:18
682,天津龍貓,[耶] //@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,TRUE,2011/8/22 15:09,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,TRUE,290,105,2011/8/22 14:18
693,闫凤楼,如果从油价上讲 ，可以说没关系。即是国际油价跌倒谷底，中石油中石化两个王八孙子也不会降价的。中国降油。 //@华尔街日报中文网: //@袁莉wsj：那也先得发改委认为有关系。 //@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,FALSE,2011/8/22 15:10,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,FALSE,290,105,2011/8/22 14:18
701,天津龍貓,[耶] //@谢文：谁说打倒卡扎菲和我们中国老百姓没关系？,TRUE,2011/8/22 15:09,0,0,华尔街日报中文网,【卡扎菲若倒台 油价可能下跌】- 专家们说，如果利比亚反对派获胜，将可能给油价带来更大的下行压力。不过，在的黎波里的新领导人使原油生产恢复之前，影响可能是有限的。http://t.cn/amhMry,TRUE,290,105,2011/8/22 14:18
239,xiangxiang香香,"难道国家首脑在外国都有自已的小金库吗?卡扎菲就是.这足以说明他有遣逃的可能,同时也证明他治理国家就是为了自已.中国有多少稞官逃到国外去???中国政府装聋作哑,冷漠不语的赎职行为是对人民的犯罪,对国家的不负责.抗义!!![抓狂] [怒] [围观] [围观]",FALSE,2011/8/22 15:07,0,0,石华宁,让我们记住，利比亚事件又是一起西方用谎言导演的事件。西方打击利比亚的理由是，卡扎菲用战机屠杀首都和平示威的民众。以保护平民为由，让联合国通过了制裁利比亚的决议。事后证实，那是半岛电视台记者编造的假新闻。西方媒体还报道，卡扎菲在国外有300亿美元存款。这不会是也是造的假新闻吧。,FALSE,20,14,2011/8/22 14:15
252,xiangxiang香香,"难道国家首脑在外国都有自已的小金库吗?卡扎菲就是.这足以说明他有遣逃的可能,同时也证明他治理国家就是为了自已.中国有多少稞官逃到国外去???中国政府装聋作哑,冷漠不语的赎职行为是对人民的犯罪,对国家的不负责.抗义!!![抓狂] [怒] [围观] [围观]",FALSE,2011/8/22 15:07,0,0,石华宁,让我们记住，利比亚事件又是一起西方用谎言导演的事件。西方打击利比亚的理由是，卡扎菲用战机屠杀首都和平示威的民众。以保护平民为由，让联合国通过了制裁利比亚的决议。事后证实，那是半岛电视台记者编造的假新闻。西方媒体还报道，卡扎菲在国外有300亿美元存款。这不会是也是造的假新闻吧。,FALSE,20,14,2011/8/22 14:15
265,xiangxiang香香,"难道国家首脑在外国都有自已的小金库吗?卡扎菲就是.这足以说明他有遣逃的可能,同时也证明他治理国家就是为了自已.中国有多少稞官逃到国外去???中国政府装聋作哑,冷漠不语的赎职行为是对人民的犯罪,对国家的不负责.抗义!!![抓狂] [怒] [围观] [围观]",FALSE,2011/8/22 15:07,0,0,石华宁,让我们记住，利比亚事件又是一起西方用谎言导演的事件。西方打击利比亚的理由是，卡扎菲用战机屠杀首都和平示威的民众。以保护平民为由，让联合国通过了制裁利比亚的决议。事后证实，那是半岛电视台记者编造的假新闻。西方媒体还报道，卡扎菲在国外有300亿美元存款。这不会是也是造的假新闻吧。,FALSE,20,14,2011/8/22 14:15
278,xiangxiang香香,"难道国家首脑在外国都有自已的小金库吗?卡扎菲就是.这足以说明他有遣逃的可能,同时也证明他治理国家就是为了自已.中国有多少稞官逃到国外去???中国政府装聋作哑,冷漠不语的赎职行为是对人民的犯罪,对国家的不负责.抗义!!![抓狂] [怒] [围观] [围观]",FALSE,2011/8/22 15:07,0,0,石华宁,让我们记住，利比亚事件又是一起西方用谎言导演的事件。西方打击利比亚的理由是，卡扎菲用战机屠杀首都和平示威的民众。以保护平民为由，让联合国通过了制裁利比亚的决议。事后证实，那是半岛电视台记者编造的假新闻。西方媒体还报道，卡扎菲在国外有300亿美元存款。这不会是也是造的假新闻吧。,FALSE,20,14,2011/8/22 14:15
297,xiangxiang香香,"难道国家首脑在外国都有自已的小金库吗?卡扎菲就是.这足以说明他有遣逃的可能,同时也证明他治理国家就是为了自已.中国有多少稞官逃到国外去???中国政府装聋作哑,冷漠不语的赎职行为是对人民的犯罪,对国家的不负责.抗义!!![抓狂] [怒] [围观] [围观]",FALSE,2011/8/22 15:07,0,0,石华宁,让我们记住，利比亚事件又是一起西方用谎言导演的事件。西方打击利比亚的理由是，卡扎菲用战机屠杀首都和平示威的民众。以保护平民为由，让联合国通过了制裁利比亚的决议。事后证实，那是半岛电视台记者编造的假新闻。西方媒体还报道，卡扎菲在国外有300亿美元存款。这不会是也是造的假新闻吧。,FALSE,20,14,2011/8/22 14:15
311,xiangxiang香香,"难道国家首脑在外国都有自已的小金库吗?卡扎菲就是.这足以说明他有遣逃的可能,同时也证明他治理国家就是为了自已.中国有多少稞官逃到国外去???中国政府装聋作哑,冷漠不语的赎职行为是对人民的犯罪,对国家的不负责.抗义!!![抓狂] [怒] [围观] [围观]",FALSE,2011/8/22 15:07,0,0,石华宁,让我们记住，利比亚事件又是一起西方用谎言导演的事件。西方打击利比亚的理由是，卡扎菲用战机屠杀首都和平示威的民众。以保护平民为由，让联合国通过了制裁利比亚的决议。事后证实，那是半岛电视台记者编造的假新闻。西方媒体还报道，卡扎菲在国外有300亿美元存款。这不会是也是造的假新闻吧。,FALSE,20,14,2011/8/22 14:15
325,xiangxiang香香,"难道国家首脑在外国都有自已的小金库吗?卡扎菲就是.这足以说明他有遣逃的可能,同时也证明他治理国家就是为了自已.中国有多少稞官逃到国外去???中国政府装聋作哑,冷漠不语的赎职行为是对人民的犯罪,对国家的不负责.抗义!!![抓狂] [怒] [围观] [围观]",FALSE,2011/8/22 15:07,0,0,石华宁,让我们记住，利比亚事件又是一起西方用谎言导演的事件。西方打击利比亚的理由是，卡扎菲用战机屠杀首都和平示威的民众。以保护平民为由，让联合国通过了制裁利比亚的决议。事后证实，那是半岛电视台记者编造的假新闻。西方媒体还报道，卡扎菲在国外有300亿美元存款。这不会是也是造的假新闻吧。,FALSE,20,14,2011/8/22 14:15
718,司马小友,识时务者为俊杰，支持卡扎菲的军队很识务[嘻嘻] ：既表现了忠于领袖，又爱护这个国家和人民。避免鱼死网破般的毁灭性战争，就这样放下武器，保护平民和国家财产，和平解放地理玻璃，甚好！,FALSE,2011/8/22 15:10,0,0,微天下,#利比亚局势滚动#利比亚首都的黎波里居民奥马尔对英国广播公司表示，他看不到卡扎菲军队任何抵抗的迹象。他说：“之前还能看到他们很多人，但今晚看不到他们的车辆，看不到任何抵抗的迹象。到处是举着旗帜庆祝欢呼的人群。”专题：http://t.cn/anD2PY,FALSE,27,19,2011/8/22 14:07
733,司马小友,识时务者为俊杰，支持卡扎菲的军队很识务[嘻嘻] ：既表现了忠于领袖，又爱护这个国家和人民。避免鱼死网破般的毁灭性战争，就这样放下武器，保护平民和国家财产，和平解放地理玻璃，甚好！,FALSE,2011/8/22 15:10,0,0,微天下,#利比亚局势滚动#利比亚首都的黎波里居民奥马尔对英国广播公司表示，他看不到卡扎菲军队任何抵抗的迹象。他说：“之前还能看到他们很多人，但今晚看不到他们的车辆，看不到任何抵抗的迹象。到处是举着旗帜庆祝欢呼的人群。”专题：http://t.cn/anD2PY,FALSE,27,19,2011/8/22 14:07
654,多美,1969年9月1日至今。卡扎菲時代結束。,FALSE,2011/8/22 15:10,0,0,老榕,快讯：利比亚国家电视台，在安静地等待新的主人。路透社。,FALSE,15,9,2011/8/22 14:04
673,多美,1969年9月1日至今。卡扎菲時代結束。,FALSE,2011/8/22 15:10,0,0,老榕,快讯：利比亚国家电视台，在安静地等待新的主人。路透社。,FALSE,15,9,2011/8/22 14:04
692,多美,1969年9月1日至今。卡扎菲時代結束。,FALSE,2011/8/22 15:10,0,0,老榕,快讯：利比亚国家电视台，在安静地等待新的主人。路透社。,FALSE,15,9,2011/8/22 14:04
446,tutuziisky,最让人神奇的是那个 每次都要强调我采访过卡扎菲 并且或明或暗的为之叹惋辩护 阮次山的采访经常高端到我想吐 可怜的凤凰，当年报道伊拉克的风采哪里去了？,FALSE,2011/8/22 15:08,0,0,旁观者马勇,凤凰和CCTV 的评论员都有一个期待，希望卡扎菲在安排好了家庭事务后，能够领导追随者好好抵抗，实在不行，也做出个英雄姿态，自我了断，可别再发生萨达姆那样的事情，丢人现眼。我看了之后估计，卡扎菲这么多天只献声不见人，烈士情结大约会使我们的评论员彻底失望。,FALSE,39,36,2011/8/22 13:47
462,tutuziisky,最让人神奇的是那个 每次都要强调我采访过卡扎菲 并且或明或暗的为之叹惋辩护 阮次山的采访经常高端到我想吐 可怜的凤凰，当年报道伊拉克的风采哪里去了？,FALSE,2011/8/22 15:08,0,0,旁观者马勇,凤凰和CCTV 的评论员都有一个期待，希望卡扎菲在安排好了家庭事务后，能够领导追随者好好抵抗，实在不行，也做出个英雄姿态，自我了断，可别再发生萨达姆那样的事情，丢人现眼。我看了之后估计，卡扎菲这么多天只献声不见人，烈士情结大约会使我们的评论员彻底失望。,FALSE,39,36,2011/8/22 13:47
478,tutuziisky,最让人神奇的是那个 每次都要强调我采访过卡扎菲 并且或明或暗的为之叹惋辩护 阮次山的采访经常高端到我想吐 可怜的凤凰，当年报道伊拉克的风采哪里去了？,FALSE,2011/8/22 15:08,0,0,旁观者马勇,凤凰和CCTV 的评论员都有一个期待，希望卡扎菲在安排好了家庭事务后，能够领导追随者好好抵抗，实在不行，也做出个英雄姿态，自我了断，可别再发生萨达姆那样的事情，丢人现眼。我看了之后估计，卡扎菲这么多天只献声不见人，烈士情结大约会使我们的评论员彻底失望。,FALSE,39,36,2011/8/22 13:47
500,tutuziisky,最让人神奇的是那个 每次都要强调我采访过卡扎菲 并且或明或暗的为之叹惋辩护 阮次山的采访经常高端到我想吐 可怜的凤凰，当年报道伊拉克的风采哪里去了？,FALSE,2011/8/22 15:08,0,0,旁观者马勇,凤凰和CCTV 的评论员都有一个期待，希望卡扎菲在安排好了家庭事务后，能够领导追随者好好抵抗，实在不行，也做出个英雄姿态，自我了断，可别再发生萨达姆那样的事情，丢人现眼。我看了之后估计，卡扎菲这么多天只献声不见人，烈士情结大约会使我们的评论员彻底失望。,FALSE,39,36,2011/8/22 13:47
515,tutuziisky,最让人神奇的是那个 每次都要强调我采访过卡扎菲 并且或明或暗的为之叹惋辩护 阮次山的采访经常高端到我想吐 可怜的凤凰，当年报道伊拉克的风采哪里去了？,FALSE,2011/8/22 15:08,0,0,旁观者马勇,凤凰和CCTV 的评论员都有一个期待，希望卡扎菲在安排好了家庭事务后，能够领导追随者好好抵抗，实在不行，也做出个英雄姿态，自我了断，可别再发生萨达姆那样的事情，丢人现眼。我看了之后估计，卡扎菲这么多天只献声不见人，烈士情结大约会使我们的评论员彻底失望。,FALSE,39,36,2011/8/22 13:47
530,tutuziisky,最让人神奇的是那个 每次都要强调我采访过卡扎菲 并且或明或暗的为之叹惋辩护 阮次山的采访经常高端到我想吐 可怜的凤凰，当年报道伊拉克的风采哪里去了？,FALSE,2011/8/22 15:08,0,0,旁观者马勇,凤凰和CCTV 的评论员都有一个期待，希望卡扎菲在安排好了家庭事务后，能够领导追随者好好抵抗，实在不行，也做出个英雄姿态，自我了断，可别再发生萨达姆那样的事情，丢人现眼。我看了之后估计，卡扎菲这么多天只献声不见人，烈士情结大约会使我们的评论员彻底失望。,FALSE,39,36,2011/8/22 13:47
18,JasonYZF,应该问题不大了吧！情况都已经这样了！ //@清汤面幸福:回复@JasonYZF:话说的早了点吧，苏尔特怎么好像被人遗忘似的，那儿还藏着飞毛腿和卡扎菲的旅长儿子呢。,FALSE,2011/8/22 15:06,0,0,染香,▲ 永别了，卡扎菲。这个世界是靠实力说话的，你输了！,FALSE,217,283,2011/8/22 13:45
36,JasonYZF,应该问题不大了吧！情况都已经这样了！ //@清汤面幸福:回复@JasonYZF:话说的早了点吧，苏尔特怎么好像被人遗忘似的，那儿还藏着飞毛腿和卡扎菲的旅长儿子呢。,FALSE,2011/8/22 15:06,0,0,染香,▲ 永别了，卡扎菲。这个世界是靠实力说话的，你输了！,FALSE,217,283,2011/8/22 13:45
713,回西藏,哈哈！奴才的确会这样想！//@土狼Tashidelek：哈哈，独裁者垮了，某些人如丧考妣 //@张闳:回复@乔楚玉:乔同志，你误会了。我知道，你爷娘死你也没有这样难过。但你要知道，不只是你一个人为卡扎菲难过，其实我跟你一样难过。你想哭就哭出来吧，哭出来就好了。  //@乔楚玉:奴才一般都是你这样的思想.,FALSE,2011/8/22 15:10,0,0,染香,▲ 永别了，卡扎菲。这个世界是靠实力说话的，你输了！,FALSE,225,292,2011/8/22 13:45
728,回西藏,哈哈！奴才的确会这样想！//@土狼Tashidelek：哈哈，独裁者垮了，某些人如丧考妣 //@张闳:回复@乔楚玉:乔同志，你误会了。我知道，你爷娘死你也没有这样难过。但你要知道，不只是你一个人为卡扎菲难过，其实我跟你一样难过。你想哭就哭出来吧，哭出来就好了。  //@乔楚玉:奴才一般都是你这样的思想.,FALSE,2011/8/22 15:10,0,0,染香,▲ 永别了，卡扎菲。这个世界是靠实力说话的，你输了！,FALSE,225,292,2011/8/22 13:45
102,七剑下天山0101,卡扎菲被打死的照片，疑似PS的。目前，搜捕卡扎菲的行动还在继续中。该信那个？[晕] //@七剑下天山0101：如属实就太让人大跌眼镜了！[疑问],FALSE,2011/8/22 15:07,0,0,全球热门快递,【快讯：卡扎菲已被其卫队枪毙。】赋诗一首，以此纪念：一代枭雄，卡扎菲，死相如此难看！美女保镖，前呼后拥，最后实在受不了！俱往矣，风流人物，还剩多少？！ 美债风云，欧债危机，非洲动乱，谁是下一个目标？(via @财经时评 ),FALSE,173,60,2011/8/22 13:36
117,七剑下天山0101,卡扎菲被打死的照片，疑似PS的。目前，搜捕卡扎菲的行动还在继续中。该信那个？[晕] //@七剑下天山0101：如属实就太让人大跌眼镜了！[疑问],FALSE,2011/8/22 15:07,0,0,全球热门快递,【快讯：卡扎菲已被其卫队枪毙。】赋诗一首，以此纪念：一代枭雄，卡扎菲，死相如此难看！美女保镖，前呼后拥，最后实在受不了！俱往矣，风流人物，还剩多少？！ 美债风云，欧债危机，非洲动乱，谁是下一个目标？(via @财经时评 ),FALSE,173,60,2011/8/22 13:36
132,七剑下天山0101,卡扎菲被打死的照片，疑似PS的。目前，搜捕卡扎菲的行动还在继续中。该信那个？[晕] //@七剑下天山0101：如属实就太让人大跌眼镜了！[疑问],FALSE,2011/8/22 15:07,1,0,全球热门快递,【快讯：卡扎菲已被其卫队枪毙。】赋诗一首，以此纪念：一代枭雄，卡扎菲，死相如此难看！美女保镖，前呼后拥，最后实在受不了！俱往矣，风流人物，还剩多少？！ 美债风云，欧债危机，非洲动乱，谁是下一个目标？(via @财经时评 ),FALSE,175,60,2011/8/22 13:36
147,七剑下天山0101,卡扎菲被打死的照片，疑似PS的。目前，搜捕卡扎菲的行动还在继续中。该信那个？[晕] //@七剑下天山0101：如属实就太让人大跌眼镜了！[疑问],FALSE,2011/8/22 15:07,1,0,全球热门快递,【快讯：卡扎菲已被其卫队枪毙。】赋诗一首，以此纪念：一代枭雄，卡扎菲，死相如此难看！美女保镖，前呼后拥，最后实在受不了！俱往矣，风流人物，还剩多少？！ 美债风云，欧债危机，非洲动乱，谁是下一个目标？(via @财经时评 ),FALSE,175,60,2011/8/22 13:36
162,七剑下天山0101,卡扎菲被打死的照片，疑似PS的。目前，搜捕卡扎菲的行动还在继续中。该信那个？[晕] //@七剑下天山0101：如属实就太让人大跌眼镜了！[疑问],FALSE,2011/8/22 15:07,1,0,全球热门快递,【快讯：卡扎菲已被其卫队枪毙。】赋诗一首，以此纪念：一代枭雄，卡扎菲，死相如此难看！美女保镖，前呼后拥，最后实在受不了！俱往矣，风流人物，还剩多少？！ 美债风云，欧债危机，非洲动乱，谁是下一个目标？(via @财经时评 ),FALSE,175,60,2011/8/22 13:36
12,慧-丽,转：卡扎菲完蛋了，某党所创办的“远朋班”该泪目了，这个所谓“远朋班”中的毕业生，有不少人都成了独裁者，但他们最终在追求民主与自由的人民面前，低下了头颅。 //@古火拉兹-五毛:这是叛徒定律，证明了叛徒有理。可惜的是，你们今天连反独裁都不是真心的，要不然早就上街了，哪有工夫天天打嘴炮？,FALSE,2011/8/22 15:06,0,0,李承鹏,卡扎菲这事最娱乐的：卫队竟整编制缴械投降，表情舒缓。全无几个月前的宁肯玉碎绝不瓦全。骗老大啊这些演员。可又一想，当初马仔表忠心时定是真的，真信自己要玉碎，现在投降也是真的，真觉得必须瓦全。各国、各公司、各单位老大们，一定要知：当初马仔多坚决爱你，后来就多坚决地卖你。这是独裁定律。,FALSE,4486,1880,2011/8/22 13:35
30,慧-丽,转：卡扎菲完蛋了，某党所创办的“远朋班”该泪目了，这个所谓“远朋班”中的毕业生，有不少人都成了独裁者，但他们最终在追求民主与自由的人民面前，低下了头颅。 //@古火拉兹-五毛:这是叛徒定律，证明了叛徒有理。可惜的是，你们今天连反独裁都不是真心的，要不然早就上街了，哪有工夫天天打嘴炮？,FALSE,2011/8/22 15:06,0,0,李承鹏,卡扎菲这事最娱乐的：卫队竟整编制缴械投降，表情舒缓。全无几个月前的宁肯玉碎绝不瓦全。骗老大啊这些演员。可又一想，当初马仔表忠心时定是真的，真信自己要玉碎，现在投降也是真的，真觉得必须瓦全。各国、各公司、各单位老大们，一定要知：当初马仔多坚决爱你，后来就多坚决地卖你。这是独裁定律。,FALSE,4488,1880,2011/8/22 13:35
176,古火拉兹-五毛,回复@张三丰love郭襄:哈哈，远朋班。可怜很多人还以为卡大佐是中国人民的老朋友……嗯，台湾的确是中国的一部分，也就是说这话还是对的。 //@张三丰love郭襄:卡扎菲完蛋了，某党所创办的“远朋班”该泪目了，这个所谓“远朋班”中的毕业生，有不少人都成了独裁者，但他们最终在追求民主与自由的人民面前，低,TRUE,2011/8/22 15:07,0,0,李承鹏,卡扎菲这事最娱乐的：卫队竟整编制缴械投降，表情舒缓。全无几个月前的宁肯玉碎绝不瓦全。骗老大啊这些演员。可又一想，当初马仔表忠心时定是真的，真信自己要玉碎，现在投降也是真的，真觉得必须瓦全。各国、各公司、各单位老大们，一定要知：当初马仔多坚决爱你，后来就多坚决地卖你。这是独裁定律。,TRUE,4501,1886,2011/8/22 13:35
189,古火拉兹-五毛,回复@张三丰love郭襄:哈哈，远朋班。可怜很多人还以为卡大佐是中国人民的老朋友……嗯，台湾的确是中国的一部分，也就是说这话还是对的。 //@张三丰love郭襄:卡扎菲完蛋了，某党所创办的“远朋班”该泪目了，这个所谓“远朋班”中的毕业生，有不少人都成了独裁者，但他们最终在追求民主与自由的人民面前，低,TRUE,2011/8/22 15:07,0,0,李承鹏,卡扎菲这事最娱乐的：卫队竟整编制缴械投降，表情舒缓。全无几个月前的宁肯玉碎绝不瓦全。骗老大啊这些演员。可又一想，当初马仔表忠心时定是真的，真信自己要玉碎，现在投降也是真的，真觉得必须瓦全。各国、各公司、各单位老大们，一定要知：当初马仔多坚决爱你，后来就多坚决地卖你。这是独裁定律。,TRUE,4501,1886,2011/8/22 13:35
